iter	Passed	Remaining
412	156148	145183
413	156533	144812
414	156920	144442
415	157285	144052
416	157666	143676
417	158072	143324
418	158474	142967
419	158825	142564
420	159212	142194
421	159611	141835
422	159992	141459
423	160399	141106
424	160798	140746
425	161172	140364
426	161523	139961
427	161912	139592
428	162318	139238
429	162686	138851
430	163075	138481
431	163490	138134
432	163849	137739
433	164232	137364
434	164607	136983
435	164978	136599
436	165344	136210
437	165732	135840
438	166139	135485
439	166548	135131
440	166908	134738
441	167295	134365
442	167663	133979
443	168049	133606
444	168431	133231
445	168816	132858
446	169167	132457
447	169522	132060
448	169894	131677
449	170285	131309
450	170655	130924
451	171017	130533
452	171391	130151
453	171781	129782
454	172185	129422
455	172557	129040
456	172967	128684
457	173359	128316
458	173731	127932
459	174105	127551
460	174490	127177
461	174883	126809
462	175242	126416
463	175623	126040
464	176024	125677
465	176418	125309
466	176823	124950
467	177192	124564
468	177616	124217
469	177999	123842
470	178374	123460
471	178743	123075
472	179093	122676
473	179491	122311
474	179849	121918
475	180240	121548
476	180605	121161
477	180993	120788
478	181365	120405
479	181738	120022
480	182130	119653
481	182507	119273
482	182865	118881
483	183265	118516
484	183671	118155
485	184076	117794
486	184443	117407
487	184842	117041
488	185219	116661
489	185619	116296
490	186005	115922
491	186362	115529
492	186747	115154
493	187122	114773
494	187515	114403
495	187878	114014
496	188264	113640
497	188656	113269
498	189026	112885
499	189405	112506
500	189794	112133
501	190171	111754
502	190559	111380
503	190968	111019
504	191342	110637
505	191722	110259
506	192134	109899
507	192544	109538
508	192915	109154
509	193280	108767
510	193688	108405
511	194085	108035
512	194468	107659
513	194847	107279
514	195198	106885
515	195561	106497
516	195965	106131
517	196370	105767
518	196718	105371
519	197113	105000
520	197503	104627
521	197898	104256
522	198285	103881
523	198635	103487
524	199030	103116
525	199392	102728
526	199752	102340
527	200116	101953
528	200503	101578
529	200898	101207
530	201268	100823
531	201645	100443
532	202018	100061
533	202390	99679
534	202791	99310
535	203164	98928
536	203541	98549
537	203945	98181
538	204337	97808
539	204732	97437
540	205109	97057
541	205517	96691
542	205893	96310
543	206255	95924
544	206619	95537
545	206965	95143
546	207354	94768
547	207723	94385
548	208098	94004
549	208495	93633
550	208866	93250
551	209283	92888
552	209659	92508
553	210044	92131
554	210434	91757
555	210825	91383
556	211204	91003
557	211603	90632
558	211973	90249
559	212336	89863
560	212735	89493
561	213118	89115
562	213463	88722
563	213839	88341
564	214231	87967
565	214588	87579
566	214992	87210
567	215391	86839
568	215773	86461
569	216126	86071
570	216526	85700
571	216910	85323
572	217277	84939
573	217644	84555
574	218036	84181
575	218393	83793
576	218768	83412
577	219141	83031
578	219526	82654
579	219893	82270
580	220279	81894
581	220705	81531
582	221082	81152
583	221451	80769
584	221811	80382
585	222236	80020
586	222643	79651
587	223036	79276
588	223409	78894
589	223795	78517
590	224151	78130
591	224566	77763
592	224953	77386
593	225316	77002
594	225703	76625
595	226068	76241
596	226497	75878
597	226862	75494
598	227272	75125
599	227652	74745
600	228060	74375
601	228435	73994
602	228819	73616
603	229224	73245
604	229609	72867
605	229985	72487
606	230387	72114
607	230766	71735
608	231142	71354
609	231542	70981
610	231956	70612
611	232327	70229
612	232724	69855
613	233108	69476
614	233489	69097
615	233873	68719
616	234256	68340
617	234648	67964
618	235028	67584
619	235394	67201
620	235755	66816
621	236129	66435
622	236525	66060
623	236868	65670
624	237257	65293
625	237646	64916
626	238030	64537
627	238406	64157
628	238746	63766
629	239086	63377
630	239474	62999
631	239828	62613
632	240189	62229
633	240585	61854
634	240976	61477
635	241382	61104
636	241767	60726
637	242165	60351
638	242579	59980
639	242973	59604
640	243344	59222
641	243695	58836
642	244060	58453
643	244436	58072
644	244823	57694
645	245180	57309
646	245558	56930
647	245921	56546
648	246275	56161
649	246650	55781
650	247055	55407
651	247395	55018
652	247823	54650
653	248214	54273
654	248615	53898
655	248974	53514
656	249369	53138
657	249746	52758
658	250108	52374
659	250491	51996
660	250869	51616
661	251261	51239
662	251634	50858
663	252013	50478
664	252390	50098
665	252794	49723
666	253199	49349
667	253580	48969
668	253972	48592
669	254345	48211
670	254730	47833
671	255130	47457
672	255509	47077
673	255902	46700
674	256289	46321
675	256639	45936
676	256999	45553
677	257371	45172
678	257767	44796
679	258157	44418
680	258525	44036
681	258879	43652
682	259234	43268
683	259586	42884
684	259924	42498
685	260306	42119
686	260681	41739
687	261063	41360
688	261457	40983
689	261844	40604
690	262234	40226
691	262591	39844
692	262977	39465
693	263373	39088
694	263751	38708
695	264118	38327
696	264498	37948
697	264890	37570
698	265286	37193
699	265656	36812
700	266021	36430
701	266406	36052
702	266776	35671
703	267160	35292
704	267535	34912
705	267935	34535
706	268315	34156
707	268679	33774
708	269077	33397
709	269459	33018
710	269829	32637
711	270219	32259
712	270602	31880
713	270960	31498
714	271345	31119
715	271725	30739
716	272098	30359
717	272477	29980
718	272874	29602
719	273265	29224
720	273639	28844
721	274055	28468
722	274451	28090
723	274822	27709
724	275234	27333
725	275608	26953
726	275972	26572
727	276360	26193
728	276746	25814
729	277119	25434
730	277519	25056
731	277914	24678
732	278314	24300
733	278715	23922
734	279106	23543
735	279473	23162
736	279840	22782
737	280219	22402
738	280596	22022
739	280971	21642
740	281380	21264
741	281747	20884
742	282090	20501
743	282522	20125
744	282921	19747
745	283278	19366
746	283670	18987
747	284067	18608
748	284464	18230
749	284856	17851
750	285268	17473
751	285645	17093
752	286029	16713
753	286413	16333
754	286813	15955
755	287195	15575
756	287564	15194
757	287936	14814
758	288295	14433
759	288696	14054
760	289086	13675
761	289436	13294
762	289811	12914
763	290181	12534
764	290548	12153
765	290935	11774
766	291313	11394
767	291717	11015
768	292102	10635
769	292509	10256
770	292912	9877
771	293287	9497
772	293657	9117
773	294034	8737
774	294426	8357
775	294817	7978
776	295197	7598
777	295584	7218
778	295952	6838
779	296344	6458
780	296706	6078
781	297060	5698
782	297452	5318
783	297818	4938
784	298190	4558
785	298543	4178
786	298921	3798
787	299320	3418
788	299713	3038
789	300052	2658
790	300434	2278
791	300835	1899
792	301249	1519
793	301613	1139
794	302000	759
795	302367	379
796	302764	0
