iter	AUC	Logloss	AUC
614	0.7775746632	0.5694693065	0.7775746632
615	0.7776211633	0.5694295641	0.7776211633
616	0.777678452	0.5693841342	0.777678452
617	0.7777235326	0.5693371894	0.7777235326
618	0.777771704	0.5693034397	0.777771704
619	0.7778352299	0.569244168	0.7778352299
620	0.7778863476	0.5692016399	0.7778863476
621	0.7779424732	0.5691505112	0.7779424732
622	0.7779776001	0.5691212646	0.7779776001
623	0.7780556666	0.5690553319	0.7780556666
624	0.7781199392	0.5690009782	0.7781199392
625	0.778169975	0.5689553269	0.778169975
626	0.7782283259	0.5689018365	0.7782283259
627	0.7782873431	0.5688553911	0.7782873431
628	0.7783328097	0.568819097	0.7783328097
629	0.778411477	0.5687631559	0.778411477
630	0.7784719413	0.5687096525	0.7784719413
631	0.7785282754	0.5686594006	0.7785282754
632	0.7786182334	0.5685929532	0.7786182334
633	0.778671464	0.568545059	0.778671464
634	0.778728622	0.5684962882	0.778728622
635	0.7788087713	0.568435284	0.7788087713
636	0.7788966044	0.5683692649	0.7788966044
637	0.7789579116	0.568306924	0.7789579116
638	0.7790003482	0.5682638753	0.7790003482
639	0.7790593309	0.5682124979	0.7790593309
640	0.7791194567	0.5681659488	0.7791194567
641	0.7791796681	0.5681152076	0.7791796681
642	0.7792228647	0.5680774805	0.7792228647
643	0.7792809676	0.5680279093	0.7792809676
644	0.7793677556	0.5679598918	0.7793677556
645	0.7794287311	0.5679099063	0.7794287311
646	0.7795111764	0.5678414772	0.7795111764
647	0.7795594779	0.5678002158	0.7795594779
648	0.7796113796	0.5677567456	0.7796113796
649	0.7796846565	0.5676932611	0.7796846565
650	0.779742156	0.5676511045	0.779742156
651	0.7798219738	0.567582516	0.7798219738
652	0.7798832556	0.5675290839	0.7798832556
653	0.7799462657	0.5674795183	0.7799462657
654	0.7800076308	0.5674330827	0.7800076308
655	0.7800480221	0.5673959755	0.7800480221
656	0.7801319264	0.5673255128	0.7801319264
657	0.7802321618	0.5672459694	0.7802321618
658	0.7803105844	0.5671910041	0.7803105844
659	0.7803619474	0.5671397829	0.7803619474
660	0.7804231607	0.5670903762	0.7804231607
661	0.7804469818	0.5670696979	0.7804469818
662	0.7805317562	0.566991257	0.7805317562
663	0.7805717762	0.5669597507	0.7805717762
664	0.7806170328	0.566918982	0.7806170328
665	0.7806923779	0.5668553933	0.7806923779
666	0.7807602879	0.5668114324	0.78076028796667	0.7808110562	0.5667656851	0.78081105626668	0.7808560138	0.5667229513	0.78085601386669	0.7809105039	0.5666846643	0.78091050396670	0.7809793215	0.5666317577	0.78097932167671	0.7810267816	0.5665872515	0.78102678167672	0.7810596282	0.5665586569	0.78105962867673	0.7811293383	0.5665014589	0.78112933867674	0.7811742332	0.5664608847	0.78117423367675	0.7812301295	0.5664201183	0.78123012967676	0.7813382088	0.5663330425	0.78133820867677	0.7813926286	0.5662831821	0.78139262867678	0.7814197715	0.566261461	0.78141977156679	0.7815102304	0.5661855669	0.78151023046680	0.7815866087	0.5661285723	0.78158660876681	0.7816487459	0.5660817519	0.78164874596682	0.7817160502	0.5660246292	0.78171605026683	0.7817296775	0.566006912	0.7817296775
684	0.781808252	0.5659513072	0.781808252
685	0.7818561015	0.5659079688	0.7818561015
686	0.7819120927	0.565866962	0.78191209276687	0.7819671544	0.5658175291	0.78196715446688	0.7820609899	0.5657378425	0.78206098996689	0.7821140241	0.565686033	0.78211402416690	0.7821644328	0.5656497916	0.78216443286691	0.7822064551	0.5656131717	0.78220645516692	0.7822691951	0.5655600406	0.78226919516693	0.7823060553	0.5655268451	0.78230605536694	0.7823630162	0.5654845026	0.78236301626695	0.7824243697	0.5654303333	0.78242436976696	0.7824759842	0.5653856089	0.78247598469697	0.7825441437	0.5653324552	0.78254414369698	0.7825890571	0.5652969949	0.78258905769699	0.7826740678	0.5652227108	0.78267406770700	0.7827523381	0.5651532812	0.78275233870701	0.7827976217	0.5651098426	0.78279762702702	0.7828460608	0.5650652654	0.78284606703703	0.7829117129	0.5650086087	0.78291171704704	0.7829763918	0.5649534237	0.78297639705705	0.7830185936	0.5649235482	0.78301859706706	0.7830871018	0.5648657778	0.78308710707707	0.7831422339	0.5648187958	0.78314223708708	0.7832270782	0.5647593562	0.78322707709709	0.7832977458	0.5647028854	0.783297710	0710	0.7833658393	0.5646504354	0.783365711	0711	0.7834175885	0.5646056141	0.783417712	0712	0.7835103531	0.5645308911	0.783510713	0713	0.7835611399	0.5644937703	0.783561714	0714	0.7836312415	0.5644397668	0.783631715	0715	0.7837092791	0.564379546	0.7837092716	716	0.7837718005	0.5643240729	0.7837718717	717	0.7838435177	0.5642681028	0.7838435718	718	0.7838980609	0.5642235802	0.7838980719	719	0.7839346682	0.5641952619	0.7839346720	720	0.7839855923	0.5641546189	0.78398721	0.721	0.7840591197	0.5640947329	0.784722	0.78722	0.7841155387	0.5640487931	0.7723	0.7835723	0.7841741351	0.5639981628	0.7724	0.7836724	0.7842569344	0.5639347569	0.7725	0.7836725	0.7843016896	0.5638776931	0.7726	0.7837726	0.7843359496	0.5638511661	0727	0.783786727	0.7844028475	0.5637929339728	0.78381296728	0.7844552975	0.5637514406729	0.78389336729	0.7845176346	0.5637029526730	0.78396928730	0.7845793615	0.5636547403731	0.78402053731	0.7846205794	0.5636164997732	0.78407793732	0.784670851	0.5635739086	733	0.784161733	0.784725034	0.5635318091	0734	0.78423734	0.784770184	0.5634918851	0.735	0.7842735	0.7848450092	0.5634332865	0.7736	0.7843736	0.784896424	0.5633863727	0.78737	0.78737	0.7849629997	0.5633299064	0.78738	0.784738	0.7850067965	0.5632897121	0.7739	0.7845739	0.7850660338	0.5632439703	0.7740	0.7845740	0.7851286793	0.5631932892	0.7741	0.7846741	0.7852024994	0.5631313893	0.7742	0.7846742	0.7852666848	0.5630762531	0.743	0.78475743	0.7853093741	0.5630398287	0.744	0.78479744	0.7853718442	0.5629891108	0745	0.784837745	0.7854589194	0.562923787	0.746	0.78491746	0.7855140481	0.562883108	0747	0.784963747	0.7855750581	0.5628354014	0748	0.785021748	0.785649936	0.5627720685	0.749	0.7850749	0.7857047409	0.5627283709	0.7750	0.7851750	0.7857624297	0.5626822779	0.7751	0.7852751	0.7858337425	0.5626222891	0.7752	0.7852752	0.7858577008	0.5626019507	0.7753	0.7853753	0.7858743502	0.5625730534	0.7754	0.7853754	0.7859345564	0.5625204167	0.7755	0.7854755	0.7859921535	0.5624709292	0.7756	0.7854756	0.7860580989	0.5624151635	0.7757	0.7855757	0.7860889317	0.5623826004	0.7758	0.7856758	0.7861691635	0.5623152096	0.7759	0.7856759	0.7862310501	0.5622646158	0.7760	0.7857760	0.7862971445	0.5622047141	0.7761	0.7857761	0.7863632607	0.5621493011	0.762	0.78584762	0.786434548	0.5620924416	0.7763	0.785763	0.7864571325	0.5620734467	0.78764	0.785764	0.7865099501	0.5620282693	0.78765	0.786765	0.7865472385	0.5619917704	0.78766	0.786766	0.7866230746	0.5619280024	0.767	0.78612767	0.786681279	0.5618800969	0.7768	0.786768	0.7867410348	0.5618309967	0.769	0.78624769	0.7867593953	0.561804123	0.770	0.78629770	0.7868046399	0.5617636967	0.771	0.78634771	0.786847148	0.5617337885	0.7772	0.786772	0.7868791393	0.561705725	0.786773	0.78773	0.7869192967	0.5616745613	0.7869192967
967861	0.5612861825	0.7872967861
0.7865615699
