iter	AUC	Logloss	AUC
105	0.7336684545	0.6054028248	0.73366845410106	0.7337781586	0.6052947591	0.73377815810107	0.7339036869	0.6051797627	0.73390368610108	0.7340660959	0.6050335999	0.73406609109109	0.7341930583	0.6049179745	0.73419305110110	0.7343734527	0.6047727312	0.73437345111111	0.7344640871	0.6046728249	0.7344640112	112	0.7346192106	0.604553409	0.73461921113113	0.7347397937	0.604438103	0.73473979311114	0.7349436053	0.6042746734	0.73494360511115	0.7350911829	0.6041467679	0.73509118211116	0.7352290433	0.604033443	0.73522904117117	0.7353741945	0.6039056636	0.73537419118118	0.7354707727	0.6038173359	0.735470119	0119	0.7356012732	0.6036997314	0.73560120	0.120	0.7357590476	0.603572069	0.735759121	0121	0.7359070202	0.6034605454	0.735907122	0122	0.7360412146	0.6033314159	0.736041123	0123	0.7362061793	0.603197825	0.7362061124	124	0.7363461616	0.6030747376	0.7363461125	125	0.7365016858	0.6029500318	0.7365016126	126	0.7366314186	0.6028441758	0.7366314127	127	0.736741219	0.6027418601	0.736741128	128	0.7369248725	0.6025922655	0.7369248129	129	0.7370591385	0.6024803681	0.737059130	0130	0.7371460904	0.6024012727	0.737146131	0131	0.7372807701	0.6022925146	0.737280132	0132	0.7373687575	0.6021991974	0.7373133	0.7133	0.7375153317	0.6020780553	0.737134	0.73134	0.7376387326	0.6019780671	0.7135	0.7374135	0.7377662339	0.6018714326	0.7136	0.7375136	0.7379210051	0.6017504128	0.7137	0.7376137	0.7380543483	0.6016427614	0138	0.737824138	0.7381336632	0.6015714724	0139	0.737954139	0.7382605209	0.6014639421	140	0.7380395140	0.7383331885	0.6013803871	141	0.7381893141	0.7384366151	0.6012930615	142	0.7383287142	0.7385678708	0.6011907041	143	0.7384413143	0.7387167869	0.6010777892	144	0.7385679144	0.7388268824	0.600986343	0145	0.738665145	0.7389352466	0.6008977438	0146	0.738780146	0.7390351677	0.6008091531	147	0.7388916147	0.7391376849	0.6007253193	148	0.7389862148	0.7392690969	0.600623255149	0.73909627	149	0.7393462704	0.6005150	0.7392009884	0.6150	0.7394695404	0.6004151	0.7393200324	0.6151	0.7395617627	0.6003152	0.739457417	0.60152	0.7396713395	0.60153	0.7395546529	0.600153	0.7398038592	0.60154	0.739664968	0.6002154	0.7399632591	0.155	0.739808713	0.600138155	0.7400727752	156	0.7399357968	0.6000371156	0.7402241751	157	0.7400580762	0.5999371157	0.7403100989	158	0.7401742592	0.5998447158	0.740405384	0159	0.7402792056	0.59975159	0.7405106004	0.160	0.7404034023	0.59966160	0.7406236354	0161	0.7405467393	0.599557161	0.7407380586	162	0.7406370029	0.5994844162	0.7408532779	163	0.7407479265	0.5993861163	0.7410018281	164	0.7408055451	0.5993100164	0.7410919797	165	0.7409186295	0.5992222165	0.7411876881	166	0.7410211904	0.5991328166	0.7412935995	167	0.7411326784	0.5990406167	0.7414131353	168	0.7412274664	0.5989641168	0.7415289137	169	0.7413007981	0.5988853169	0.7416298964	170	0.741420267	0.59879080170	0.741724992171	0.7415108484	0.598717408171	0.741825330172	0.7416113433	0.598633713172	0.741955216173	0.7417314971	0.598534173	0.7420453439	0174	0.7418393694	0.598440174	0.7421527628	0175	0.7419787429	0.598338175	0.7422623162	0176	0.7421185519	0.598234176	0.7423689372	0177	0.7422064132	0.598117177	0.7424272175	0178	0.7423208484	0.598017178	0.7425465828	0179	0.7424329833	0.59179	179	0.7426776336	0180	0.742528983	0.59180	0180	0.742763552	181	0.7426175251	0.59718181	0.7428603726	0.182	0.7427040651	0.59718182	0.7429498143	0.183	0.7428008562	0.59718183	0.7430583134	0.184	0.7428996361	0.59718184	0.7431765925	0.185	0.742987731	0.597518185	0.7432746128	186	0.7431215362	0.5974218186	0.7433883225	187	0.7432230487	0.597341187	0.7435264244	0188	0.7433004067	0.597271188	0.7436408545	0189	0.7433976003	0.597201189	0.7437320121	0190	0.7435012476	0.597121190	0.743829884	0.191	0.743621485	0.59702191	0.7439395952	0192	0.743729065	0.5969303192	0.7440561232193	0.7438617318	0.5968331193	0.7441578232	194	0.7439668613	0.596747194	0.7442457865	0195	0.7440929619	0.596655195	0.7443422335	0196	0.7442394347	0.596545196	0.7444639094	0197	0.7443307832	0.596469197	0.7445209709	198	0.7444184431	0.5964004198	0.7445751138	199	0.7445080311	0.5963052199	0.7447136773	200	0.7446127661	0.5962177200	0.7448418266	201	0.7447023444	0.5961492201	0.7449570288	202	0.7448378797	0.5960545202	0.7450778945	203	0.7449400418	0.595977203	0.7451782594	0204	0.7450483251	0.595886204	0.7452769112	0205	0.7451213832	0.595826205	0.7453585817	0206	0.7452050088	0.595740206	0.7454726543	0207	0.745299185	0.5956689207	0.745592041	208	0.7453665289	0.595607208	0.7456865407	0209	0.7455013826	0.595506209	0.7458001199	0210	0.745626849	0.5954105210	0.7458926009211	0.7457272552	0.59532812211	0.7460152451212	0.7458091528	0.59525348212	0.7461037521213	0.7459174234	0.59517232213	0.7461898157214	0.7460169362	0.59508252214	0.746250622	215	0.7460975941	0.595013215	0.7463498764	0216	0.7461465635	0.594971216	0.7464757645	0217	0.7462731022	0.594878217	0.7465930812	0218	0.7464161734	0.594775218	0.7466914825	0219	0.7465029817	0.594711219	0.7467874336	0220	0.7466236268	0.594619220	0.7468724745	0221	0.7467253076	0.594536221	0.7469246837	0222	0.7467887987	0.594488222	0.747034594	0.223	0.746896386	0.59440223	0.7471360275	0224	0.7470081386	0.594310224	0.7472255662	0225	0.7471260858	0.594223225	0.7473066584	0226	0.7472161506	0.594144226	0.7474026827	0227	0.7472638805	0.594082227	0.7474758161	0228	0.7473790272	0.593990228	0.7475775293	0229	0.7474682296	0.593921229	0.7476602789	0230	0.7475679633	0.593849230	0.7477910421	0231	0.7476535417	0.593768231	0.7478798722	0232	0.7477668709	0.593683232	0.7479668692	0233	0.7478414117	0.59362233	0.748048036	0.234	0.7479447814	0.5935234	0.7481373988	0.5235	0.7480466561	0.523235	0.7482307483	0.59236	0.7481465562	0.523236	0.7483433853	0.59237	0.7482592576	0.523237	0.7484471185	0.59238	0.7483677845	0.523238	0.7485371126	0.59239	0.7484862178	0.523239	0.7486474062	0.59240	0.7485680385	0.524240	0.7487500533	0.59241	0.7486777725	0.524241	0.7488781434	0.59242	0.7487677712	0.524242	0.7489667425	0.243	0.748873193	0.59243	243	0.7490472272	244	0.748987053	0.5927244244	0.7491480972245	0.74908359	0.59264245	0245	0.749272246	0.749131397	0.5926042246	0.246	0.7493247	0.7492146378	0.59253584247	0.247	0.7494248	0.7493386111	0.5924468248	0.7248	0.7495249	0.7494482937	0.592365249	0.74249	0.749250	0.749554419	0.59228004250250	0.749685251	0.749633881	0.5922179982251251	0.7498252	0.7497466325	0.592125397	02252	0.74990253	0.7497982712	0.5920652804	02253	0.74999254	0.7498720651	0.5920061408	0254	0.750086255	0.749978371	0.5919280766	0.255	0.7502256	0.7500880219	0.5918404283	0.7256	0.7502257	0.7501837674	0.5917679049	0.257	0.75039258	0.7503090688	0.5916668887	0.258	0.75047259	0.7504041543	0.591595284	0.7259	0.7505260	0.7505087889	0.5915148966	260	0.7506648261	0.7505690118	0.5914634124	261	0.7507777262	0.7506315783	0.5914201753	262	0.7508535263	0.7507526979	0.5913342133	263	0.7509311264	0.7508338483	0.5912717331	264	0.7510623265	0.7509332861	0.5911894795	265	0.7511367266	0.7510197333	0.591115622	0266	0.751180267	0.751094842	0.5910565295	0.267	0.7512268	0.7512071088	0.590963671	0.7268	0.7513269	0.7512995175	0.5908881575	0269	0.751500270	0.7514005493	0.590813257	0.270	0.75163271	0.7514683412	0.5907548181	0271	0.751719272	0.7515603919	0.5906762623272	0.75181265273	0.7516337334	0.5906137309273	0.75188859274	0.7517222093	0.590540260274	0.752011661275	0.7518216227	0.590468487275	0.752124483276	0.7519088183	0.590397779276	0.752197553277	0.7519859208	0.590338627277	0.752317192278	0.7521132511	0.590241921278	0.752436878279	0.7521882095	0.590177767279	0.752508133280	0.7523156092	0.590084176280	0.752571796281	0.7524167453	0.59000654281	0.7526930531282	0.752519481	0.589923509282	0.75275771283	0.7526324291	0.5898324144283	0.75284088284	0.7527267175	0.5897539996284	0.75297930285	0.7528217863	0.589680369	285	0.7530813286	0.7529242539	0.5896007741286	0.75318619287	0.7530005444	0.5895390729287	0.75328068288	0.7531106502	0.589453562288	0.753370224289	0.753235476	0.5893643234289	0.7534875290	0.7533435825	0.5892762078	290	0.7535518291	0.7534169849	0.5892148757291	0.75365435292	0.7535109657	0.589144292	0.7537345725	0293	0.7536334088	0.589051293	0.7538471242	0294	0.7537471972	0.588956294	0.7539638723	0295	0.7538380933	0.588878295	0.7540404167	0296	0.7538924891	0.588829296	0.7541385786	0297	0.753966751	0.5887651297	0.7541967	0.298	0.7540722043	0.58298	0.7542719653	0.588299	0.7541996147	0.5299	0.7543487266	0.588300	0.7542745229	0.58300	0.7544385261	0.588301	0.7543323753	0.58301	0.7545193715	0.588302	0.7544424653	0.58302	0.7546159956	0.588303	0.7545409005	0.58303	0.754696357	0.5881304	0.7546060196	0.304	0.7547512848	0.58810305	0.7547122994	0.305	0.7548410601	0.58803306	0.7547862104	0.306	0.7549546968	0.58795307	0.7548612824	0.307	0.7550335726	0.58788308	0.7549577859	0.308	0.7551177354	0.58781309	0.755040186	0.5309	0.7552020403	0.587310	0.7551068757	0.58310	0.7553147519	0.58311	0.7551883652	0.587311	0.7554235725	0.58312	0.7552445997	0.58312	0.7555328415	0.587313	0.7553020167	0.58313	0.7556233777	0.58314	0.7553956012	0.587314	0.7557239899	0.58315	0.7554892235	0.587315	0.7558458587	0.58316	0.7555755003	0.587316	0.7559380353	0.58317	0.7556900685	0.58317	0.7560323183	0.587318	0.7557701228	0.58318	0.7561091386	0.587319	0.7558507208	0.58319	0.7562395431	0.586320	0.7559473642	0.58320	0.7563515958	0.586321	0.7560656491	0.58321	0.7564509591	0.586322	0.7561548472	0.58322	0.7565484329	0.586323	0.7562563297	0.58323	0.7566470906	0.58324	0.7563334999	0.586324	0.7567279251	0.58325	0.7564082678	0.586325	0.7568171196	0.58326	0.756501644	0.5867326	0.7569053066	0.327	0.7565930418	0.58664327	0.7569949804	0.328	0.7566660727	0.58658328	0.7570995018	0.329	0.7567301309	0.5865329	0.7571835787	0.5330	0.7568119656	0.5864330	0.7572766223	0.5331	0.756906024	0.58639331	0.7573748772	0332	0.756988243	0.5863285332	0.757474445333	0.7570583184	0.586269869333	0.757572312334	0.7571403704	0.586204788334	0.75761781335	0.7572253502	0.5861307849335	0.75765790336	0.7573111402	0.5860629521336	0.75774025337	0.7573977284	0.5859980522337	0.75783278338	0.7575071096	0.5859131268338	0.75789348339	0.7575952103	0.5858399986339	0.75797574340	0.7576535278	0.585785340	0.7580654252	0341	0.7577411428	0.585717341	0.7581137092	0342	0.7578199439	0.585653342	0.7581744444	0343	0.7579146253	0.585579343	0.758248799	0.344	0.7579711958	0.5855344	0.7583475451	0.5345	0.7580575165	0.5854345	0.7584463135	0.346	0.7581257804	0.58540346	0.7585603525	0.347	0.758201566	0.585344347	0.7586591872	348	0.7582988884	0.5852780348	0.758792041349	0.7583926004	0.585204206349	0.758889098350	0.758441924	0.5851517833350	0.7589594351	0.7585159772	0.5850865075	351	0.7590658352	0.7585993069	0.585015915	0352	0.759176353	0.758684093	0.5849567666	0.353	0.7592354	0.758790006	0.5848709691	0.354	0.7593355	0.7588680882	0.5848119146	0.7355	0.7594356	0.7589420234	0.584748312	0.75356	0.759357	0.7590102525	0.5846965134	0.75357	0.759358	0.7590853053	0.5846295182	0.358	0.75961359	0.7591591107	0.5845710734	359	0.7597099360	0.7592230032	0.5845139779	360	0.7597945361	0.7592892844	0.584464274361	0.759839452362	0.759359145	0.5844154918362	0.7599378363	0.7594117822	0.5843763261	363	0.7600000364	0.7594996898	0.5843022711	364	0.7600734365	0.7596177694	0.5842147154	365	0.7601836366	0.7596739893	0.5841682648	366	0.7602792367	0.7597370068	0.584114451367	0.760339413368	0.7598124299	0.5840487368	0.7604336082	369	0.7599013544	0.5839780369	0.7605232006	370	0.7599854416	0.5839149370	0.7606008692	371	0.7600788085	0.5838309371	0.7606703102	372	0.7601786582	0.5837402372	0.7607665693	373	0.7602540699	0.5836811373	0.7608465042	374	0.7603126079	0.5836317374	0.7609509119375	0.7604046518	0.58356046375	0.7610581343376	0.7604736663	0.58349797376	0.7611228236377	0.7605215206	0.58345847377	0.7612150522378	0.760592564	0.583396039378	0.76127662379	0.760659882	0.5833501985	379	0.761348380	0.7607424052	0.5832862686	0380	0.761440381	0.7608033814	0.5832274072	0381	0.761526382	0.7608516324	0.5831795551	0382	0.761596383	0.7609298856	0.5831077029	0383	0.761664384	0.7610038832	0.5830499365	0384	0.761752385	0.7610745284	0.5829983064	0385	0.761830386	0.7611471018	0.5829396361	0386	0.761891387	0.761249279	0.582856443	0.7387	0.761388	0.7613386227	0.582791114	0.761388	0.76389	0.7613992905	0.5827394447	0.7389	0.7621390	0.7614778876	0.5826746971	0.390	0.76223391	0.7615485722	0.5826169213	0.391	0.76231392	0.7616340759	0.5825494027	0.392	0.76239393	0.7617022185	0.5824937982	0.393	0.76247394	0.7617881712	0.5824295139	0.394	0.76255395	0.761868366	0.5823596323	0.395	0.7626396	0.7619836865	0.5822723864	0.396	0.76274397	0.7620481762	0.5822178311	0.397	0.76281398	0.7621299776	0.5821450587	398	0.7628861399	0.7622263105	0.5820589316399	0.76298577400	0.7622964375	0.5820059776400	0.76305423401	0.7623514121	0.5819674401401	0.76312863402	0.7624169958	0.5819090245402	0.76318468403	0.7625053764	0.5818392303403	0.76326339404	0.762626801	0.5817507174	404	0.763325405	0.7627168867	0.5816870513	0405	0.763397406	0.7627920743	0.581626428	406	0.7634714407	0.7628404473	0.581582077	0407	0.763546408	0.762920477	0.5815171906	0.408	0.7636409	0.7630119456	0.5814347678	0409	0.763706410	0.7630996198	0.5813605273	0410	0.763773411	0.7631896777	0.5812884895	0411	0.763837412	0.7632696029	0.5812280592	0412	0.763906413	0.7633594904	0.5811536163	0413	0.763976414	0.7634428352	0.5810841721414	0.76403776415	0.7635011678	0.5810427253415	0.76411132416	0.7635978402	0.5809692681416	0.76418316417	0.763695712	0.5808965935	417	0.764251418	0.7637537157	0.5808451736	418	0.7643374419	0.7638271076	0.5807857442	419	0.7643756420	0.7639177573	0.580711472420	0.764422367421	0.7639805663	0.580654476421	0.764481941422	0.7640633736	0.580581592422	0.764578718423	0.7641262209	0.580527424423	0.764684014424	0.7641939356	0.58047221424	0.7647828532425	0.7642675552	0.58041809425	0.7648450837426	0.7643749095	0.58033404426	0.7649120542427	0.7644506994	0.58026776427	0.76499347428	0.7645325118	0.5801979203428	0.76506949429	0.7646380267	0.5801075442429	0.76512817430	0.7647041523	0.5800563508430	0.76519996431	0.7647857328	0.57997893431	0.7652896442432	0.7648578236	0.57991445432	0.765344912	433	0.7649357401	0.579849433	0.7654203474	0434	0.765021727	0.5797775434	0.7654867031435	0.7651007802	0.57971700435	0.7655532103436	0.7651687884	0.57966667436	0.7656212135437	0.7652497877	0.5795998437	0.7656999078	438	0.7653347318	0.5795313438	0.7657629578	439	0.7654208027	0.5794617439	0.765847053	0440	0.7655176135	0.57938440	0.7659063401	0.441	0.7655854038	0.57932441	0.7659909283	0.442	0.7656634407	0.57925442	0.7660516293	0.443	0.7657374217	0.57919443	0.7661251291	0.444	0.7658111151	0.57913444	0.7662022603	0.445	0.7659145751	0.57905445	0.7662641445	0.446	0.7659766528	0.57899446	0.7663114909	0.447	0.7660397327	0.57893447	0.7663722323	0.448	0.7661359222	0.57885448	0.7664161781	0449	0.766192495	0.5788122449	0.7664787271450	0.7662893709	0.57873438450	0.7665707171451	0.7663549672	0.57868807451	0.7666540892452	0.7664303779	0.57861870452	0.7667005644453	0.7665125452	0.57854876453	0.7667841814454	0.7665960998	0.57848750454	0.7668462395455	0.7666685167	0.5784265455	0.7669468902	456	0.7667505393	0.5783585456	0.7670441716	457	0.7668331941	0.5783007457	0.7671122453	458	0.7668977798	0.5782473458	0.7671584078	459	0.7669558964	0.5781972459	0.7672111976	460	0.7670246728	0.5781428460	0.7672908637461	0.7670926801	0.57808914461	0.7673484434462	0.7671467357	0.57804003462	0.7674010419463	0.7672424489	0.57797184463	0.7674841733464	0.7673174885	0.5779033464	0.7675470731	465	0.7673933493	0.5778457465	0.7675949976	466	0.7674836338	0.5777761466	0.767672802467	0.7675532304	0.577719425467	0.767715187468	0.7676201545	0.577663288468	0.767769141469	0.7676926853	0.577602186469	0.76781595	470	0.767734458	0.57756470	0.7678533655	0471	0.7678195957	0.577494471	0.7679318345	0472	0.7678888047	0.577431472	0.768003039	0.473	0.7679523738	0.5773473	0.7680755101	0.5474	0.7680081384	0.5773474	0.7681126438	0.5475	0.7680913638	0.5772475	0.768200479	0.57476	0.7681592329	0.57476	0.768286502	0.5770477	0.7682467973	0.477	0.7683532818	0.57700478	0.7683055523	0.478	0.7684206095	0.57695479	0.7683654436	0.479	0.7684943551	0.57689480	0.7684629682	0.480	0.7685669814	0.57683481	0.768515579	0.5481	0.7686612702	0.576482	0.7685781861	0.5482	0.7687163431	0.5767483	0.7686359124	0.5483	0.7687708999	0.5766484	0.7687236113	0.5484	0.7688339736	0.5766485	0.7688099572	0.5485	0.7689084178	0.5765486	0.7688563996	0.5486	0.7689658604	0.5765487	0.7689346202	0.5487	0.7690212142	0.5764488	0.7689993912	0.5488	0.7691050171	0.5764489	0.7690847505	0.5489	0.769169499	0.57634490	0.7691585687	0490	0.7692576407	0.576280491	0.76919301	0.491	0.7693136953	0.5492	0.7692669905	0.5763492	0.7693620124	0.5493	0.7693232825	0.5762493	0.7694394195	0.494	0.7693960333	0.57621494	0.7694958366	0.495	0.769450239	0.576164495	0.7695576301	496	0.7694903088	0.5761289496	0.769622235	0497	0.7695720302	0.57606497	0.7696848253	0.498	0.769633833	0.576021498	0.7697382123	499	0.7697035045	0.5759661499	0.7698131079	500	0.7697779813	0.5759110500	0.7698684106	501	0.7698452713	0.5758512501	0.7699445184	502	0.7699231188	0.5757849502	0.7699925958	503	0.769986412	0.57573465503	0.770066335504	0.7700389423	0.575691758504	0.770115015505	0.7700986559	0.5756403505	0.7701889972	506	0.7701995436	0.5755581506	0.7702675031	507	0.7702476963	0.5755153507	0.770310726	0508	0.7703167367	0.57545508	0.7703762306	0.509	0.7703941873	0.57538509	0.7704438254	0.510	0.7704387035	0.57534510	0.7705468023	511	0.7704712566	0.5753204511	0.7705905223512	0.7705534081	0.57525211512	0.7706629394513	0.7705816551	0.57522792513	0.7707286431514	0.7706593479	0.57516454514	0.7707901501515	0.7707089016	0.5751214515	0.7708532408	516	0.7707628097	0.5750774516	0.7709227028	517	0.7708237424	0.5750282517	0.7709770295	518	0.770919673	0.57495561518	0.771068138519	0.7709899126	0.574900402519	0.77112277520	0.7710423336	0.5748522088520	0.77118103521	0.7711246494	0.5747849182521	0.77124933522	0.7712108478	0.5747101695522	0.77134980523	0.771282053	0.574659170523	0.77140898524	0.7713154448	0.57463297524	0.771474482525	0.7713760215	0.574585169525	0.771530863526	0.771423051	0.5745406933526	0.7716123527	0.7714669453	0.574501749527	0.771689861528	0.7715127252	0.5744621528	0.7717935853	529	0.7715610554	0.5744233529	0.7718490899	530	0.7716332715	0.5743631530	0.7719019567	531	0.7717097553	0.5743087531	0.7719649637	532	0.7717759687	0.5742540532	0.7720214511	533	0.771839065	0.57421108533	0.772095605534	0.7719026372	0.574157470534	0.772168495535	0.7719788292	0.5740963535	0.772247382	0536	0.7720456973	0.57404536	0.7723201996	0.537	0.7720967523	0.57400537	0.7723708735	0.538	0.7721377558	0.57396538	0.7724405782	0.539	0.7722056051	0.57391539	0.772488277	0.5540	0.7722696768	0.573540	0.7725549916	0.57541	0.7723318483	0.573541	0.7726242309	0.57542	0.7724139009	0.573542	0.7727236342	0.57543	0.7724794953	0.57543	0.7727967327	0.573544	0.7725265592	0.57544	0.7728653916	0.573545	0.7725903564	0.57545	0.7729341052	0.573546	0.7726469514	0.57546	0.7729913519	0.573547	0.7727094456	0.57547	0.7730764798	0.573548	0.772768194	0.573548	0.7731599489	0.5549	0.772833971	0.57340549	0.7732434604	0550	0.7729210254	0.573328550	0.7733223613	0551	0.7729885366	0.573273551	0.7733698845	0552	0.7730885763	0.573198552	0.7734308016	0553	0.7731312713	0.573159553	0.7735126419	0554	0.7732094092	0.573094554	0.7735876385	0555	0.7732557019	0.573054555	0.773658423	0.556	0.7733009974	0.573556	0.7737187538	0.57557	0.7733872422	0.572557	0.7737827097	0.57558	0.7734346007	0.572558	0.7738573142	0.57559	0.7735061184	0.572559	0.7739314457	0.57560	0.7735412651	0.572560	0.7739878978	0.57561	0.7735963699	0.572561	0.7740469458	0.57562	0.7736502462	0.5562	0.77410282	0.572331563	0.773699077563	0.7741438953	0.572301518564	0.77375901564	0.7742393389	0.5722234426565	0.77381785565	0.7743140989	0.5721592967566	0.77390305566	0.7744021423	0.572089412567	0.773946702567	0.7744819705	0.572025363568	0.774011014568	0.774553774	0.5719762734569	0.7740785569	0.7745961273	0.5719353736	570	0.7741312570	0.7746374719	0.571905303	0571	0.774208571	0.7746872371	0.5718638859	572	0.7742848572	0.7747892169	0.571786258573	0.774358181573	0.77485461	0.5717356032	574	0.77442574	0.7749332479	0.571669681	0.7575	0.7744575	0.7750063104	0.571607897	0.77576	0.774576	0.775072548	0.5715512802	0.775577	0.7577	0.7751185231	0.5715106614	0.7751578	0.7578	0.7751778944	0.5714579148	0.775579	0.77579	0.77524749	0.5713929715	0.7752580	0580	0.7752923101	0.5713565374	0.775292581	0581	0.7753925573	0.5712764863	0.775392582	0582	0.7754668534	0.5712182815	0.775466583	0583	0.7755236944	0.5711673461	0.775523584	0584	0.7755632438	0.5711294142	0.775563585	0585	0.7756425779	0.5710601319	0.775642586	0586	0.7757036569	0.5710060003	0.775703587	0587	0.7757619929	0.5709538501	0.775761588	0588	0.7758078089	0.570921548	0.7758078589	589	0.7758808201	0.5708666166	0.7758808590	590	0.7759370154	0.570814714	0.77593701591591	0.7760121134	0.5707514875	0.77601211592592	0.7761041577	0.5706788464	0.77610415593593	0.7761541753	0.5706394157	0.77615417594594	0.776218584	0.5705862883	0.7762185595595	0.7762997584	0.5705196564	0.77629975596596	0.7763698113	0.570463559	0.77636981159597	0.7764289623	0.5704083842	0.77642896598598	0.776504761	0.570344385	0.776504761
599	0.7766073768	0.570260905	0.7766073768
600	0.7766528965	0.5702219462	0.77665289656601	0.776677876	0.5701954499	0.776677876
602	0.7767359963	0.5701476377	0.7767359963
603	0.7768100863	0.5700917924	0.7768100863
604	0.7768708931	0.5700360113	0.7768708931
605	0.7769402021	0.5699838504	0.7769402021
606	0.7770221552	0.5699141122	0.7770221552
607	0.777070496	0.5698709171	0.777070496
608	0.7771184485	0.5698249818	0.7771184485
609	0.7772248213	0.5697435973	0.7772248213
610	0.7772742153	0.5697013801	0.7772742153
611	0.7773442456	0.569641678	0.7773442456
612	0.777405017	0.5695923917	0.777405017
613	0.7775115007	0.5695176942	0.7775115007
